eventid,date,country,iso_code,region,prov_state,city,latitude,longitude,attack_type,target_type,group,weapon_type,killed,wounded
2.01802E+11,2/27/18,Afghanistan,AFG,South Asia,Jawzjan,Darzab district,35.994439,65.454782,Bombing/Explosion,Government (General),Khorasan Chapter of the Islamic State,Explosives,27,0
2.01803E+11,3/17/18,Afghanistan,AFG,South Asia,Jawzjan,Darzab district,35.993853,65.391548,Hostage Taking (Kidnapping),Private Citizens & Property,Khorasan Chapter of the Islamic State,Melee,1,0
2.01807E+11,7/21/18,Afghanistan,AFG,South Asia,Baghlan,Nahrin district,35.99315,69.0282,Armed Assault,Private Citizens & Property,Taliban,Firearms,3,13
2.01807E+11,7/22/18,Afghanistan,AFG,South Asia,Baghlan,Nahrin district,35.99315,69.0282,Unknown,Military,Taliban,Unknown,6,12
2.01807E+11,7/6/18,Afghanistan,AFG,South Asia,Sari Pul,Teber,35.992635,66.364206,Armed Assault,Private Citizens & Property,Taliban,Firearms,3,1
2.0181E+11,10/19/18,Afghanistan,AFG,South Asia,Faryab,Jangal,35.98735,64.275273,Unknown,Police,Taliban,Unknown,2,3
2.01802E+11,2/13/18,Afghanistan,AFG,South Asia,Sari Pul,Laghman,35.983333,66.083333,Hostage Taking (Kidnapping),Private Citizens & Property,Taliban,Other,1,0
2.01806E+11,6/5/18,Afghanistan,AFG,South Asia,Samangan,Unknown,35.98073,67.570854,Assassination,Government (General),Unknown,Unknown,0,
2.01802E+11,2/27/18,Afghanistan,AFG,South Asia,Jawzjan,Dinar,35.975919,65.354375,Armed Assault,Military,Khorasan Chapter of the Islamic State,Firearms,3,6
2.0181E+11,10/21/18,Afghanistan,AFG,South Asia,Badakhshan,Kuran Wa Munjan district,35.971508,70.714599,Unknown,Police,Taliban,Unknown,5,0
2.01805E+11,5/6/18,Afghanistan,AFG,South Asia,Faryab,Almar district,35.961834,64.250438,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,7,1
2.01806E+11,6/21/18,Afghanistan,AFG,South Asia,Jawzjan,Sar Dara,35.957435,65.432882,Hostage Taking (Kidnapping),Private Citizens & Property,Khorasan Chapter of the Islamic State,Melee,1,0
2.01803E+11,3/17/18,Afghanistan,AFG,South Asia,Faryab,Almar district,35.955833,64.278333,Unknown,Police,Taliban,Unknown,4,7
2.01804E+11,4/25/18,Afghanistan,AFG,South Asia,Faryab,Almar district,35.955833,64.278333,Unknown,Private Citizens & Property,Taliban,Unknown,20,
2.0181E+11,10/15/18,Afghanistan,AFG,South Asia,Sari Pul,Taghaye Khwaja,35.954352,66.366763,Facility/Infrastructure Attack,Terrorists/Non-State Militia,Taliban,Incendiary,0,0
2.01804E+11,4/25/18,Afghanistan,AFG,South Asia,Baghlan,Puli Khumri,35.947551,68.710329,Unknown,Police,Taliban,Unknown,5,7
2.01806E+11,6/5/18,Afghanistan,AFG,South Asia,Baghlan,Puli Khumri,35.947551,68.710329,Bombing/Explosion,Police,Unknown,Explosives,0,4
2.01806E+11,6/20/18,Afghanistan,AFG,South Asia,Baghlan,Puli Khumri,35.947551,68.710329,Bombing/Explosion,Military,Taliban,Explosives,2,3
2.01808E+11,8/10/18,Afghanistan,AFG,South Asia,Baghlan,Puli Khumri,35.947551,68.710329,Unknown,Police,Taliban,Unknown,16,2
2.0181E+11,10/13/18,Afghanistan,AFG,South Asia,Baghlan,Puli Khumri,35.947551,68.710329,Bombing/Explosion,Military,Taliban,Explosives,9,1
2.0181E+11,10/16/18,Afghanistan,AFG,South Asia,Baghlan,Puli Khumri,35.947551,68.710329,Bombing/Explosion,Police,Unknown,Explosives,3,0
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Baghlan,Puli Khumri,35.947551,68.710329,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,1
2.01812E+11,12/20/18,Afghanistan,AFG,South Asia,Baghlan,Puli Khumri,35.947551,68.710329,Assassination,Police,Taliban,Explosives,2,0
2.0181E+11,10/15/18,Afghanistan,AFG,South Asia,Sari Pul,Gozare,35.945063,66.358265,Facility/Infrastructure Attack,Terrorists/Non-State Militia,Taliban,Incendiary,0,0
2.0181E+11,10/14/18,Afghanistan,AFG,South Asia,Baghlan,Surkh Kotal,35.943802,68.709536,Armed Assault,Police,Taliban,Firearms,4,5
2.01804E+11,4/23/18,Afghanistan,AFG,South Asia,Faryab,Sheerank,35.938994,64.268357,Assassination,Terrorists/Non-State Militia,Taliban,Explosives,4,3
2.01812E+11,12/13/18,Afghanistan,AFG,South Asia,Sari Pul,Sangcharak district,35.930602,66.374401,Unknown,Police,Taliban,Unknown,1,0
2.0181E+11,10/9/18,Afghanistan,AFG,South Asia,Sari Pul,Sangcharak district,35.92348,66.374086,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,1,4
2.01802E+11,2/7/18,Afghanistan,AFG,South Asia,Faryab,Maymana,35.921053,64.77454,Armed Assault,Police,Unknown,Firearms,1,1
2.01804E+11,4/25/18,Afghanistan,AFG,South Asia,Faryab,Maymana,35.921053,64.77454,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,1,0
2.01806E+11,6/18/18,Afghanistan,AFG,South Asia,Faryab,Maymana,35.921053,64.77454,Unknown,Military,Taliban,Unknown,2,
2.01807E+11,7/25/18,Afghanistan,AFG,South Asia,Faryab,Maymana,35.921053,64.77454,Bombing/Explosion,Business,Unknown,Explosives,0,7
2.0181E+11,10/1/18,Afghanistan,AFG,South Asia,Faryab,Maymana,35.921053,64.77454,Bombing/Explosion,Government (General),Unknown,Explosives,1,4
2.01811E+11,11/5/18,Afghanistan,AFG,South Asia,Sari Pul,Sangcharak district,35.920035,66.377704,Facility/Infrastructure Attack,Police,Taliban,Incendiary,11,25
2.01806E+11,6/25/18,Afghanistan,AFG,South Asia,Sari Pul,Sangcharak district,35.918587,66.353942,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,1,4
2.01811E+11,11/12/18,Afghanistan,AFG,South Asia,Sari Pul,Aab Kalan,35.917705,66.349787,Unknown,Private Citizens & Property,Taliban,Unknown,6,0
2.0181E+11,10/22/18,Afghanistan,AFG,South Asia,Sari Pul,Gosfandi district,35.912779,66.55915,Assassination,Terrorists/Non-State Militia,Taliban,Explosives,2,0
2.01802E+11,2/13/18,Afghanistan,AFG,South Asia,Sari Pul,Sangcharak district,35.912303,66.374108,Assassination,Private Citizens & Property,Unknown,Firearms,1,0
2.0181E+11,10/24/18,Afghanistan,AFG,South Asia,Badakhshan,Kuran Wa Munjan district,35.904385,70.750841,Unknown,Private Citizens & Property,Taliban,Unknown,26,12
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Police,Taliban,Unknown,1,1
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Police,Taliban,Unknown,1,1
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,1,1
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,0,1
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,0,1
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,0,1
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,0,1
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,0,0
2.01803E+11,3/15/18,Afghanistan,AFG,South Asia,Faryab,Archato,35.90119,65.469802,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,0,0
2.01801E+11,1/26/18,Afghanistan,AFG,South Asia,Faryab,Boldak Arab,35.896337,64.650892,Armed Assault,Police,Taliban,Firearms,4,0
2.01801E+11,1/2/18,Afghanistan,AFG,South Asia,Samangan,Chahar Awlia,35.89356,67.365526,Facility/Infrastructure Attack,Business,Taliban,Incendiary,0,0
2.0181E+11,10/9/18,Afghanistan,AFG,South Asia,Faryab,Chaghatak,35.893266,64.482093,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,2,2
2.0181E+11,10/6/18,Afghanistan,AFG,South Asia,Faryab,Arab Aqsai,35.889898,64.653828,Unknown,Police,Taliban,Unknown,6,2
2.0181E+11,10/6/18,Afghanistan,AFG,South Asia,Faryab,Arab Aqsai,35.889898,64.653828,Unknown,Police,Taliban,Unknown,5,2
2.01807E+11,7/7/18,Afghanistan,AFG,South Asia,Faryab,Almar district,35.888148,64.509869,Assassination,Police,Taliban,Firearms,8,11
2.0181E+11,10/19/18,Afghanistan,AFG,South Asia,Balkh,Zari district,35.887509,66.747567,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,3,0
2.01805E+11,5/7/18,Afghanistan,AFG,South Asia,Faryab,Kolian,35.882778,65.403611,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Taliban,Firearms,11,17
2.01808E+11,8/5/18,Afghanistan,AFG,South Asia,Faryab,Ghormach district,35.879164,63.675056,Armed Assault,Military,Taliban,Firearms,15,10
2.01808E+11,8/11/18,Afghanistan,AFG,South Asia,Faryab,Ghormach district,35.879164,63.675056,Hostage Taking (Kidnapping),Military,Taliban,Unknown,40,15
2.01808E+11,8/14/18,Afghanistan,AFG,South Asia,Faryab,Bilchiragh district,35.863419,65.436757,Hostage Taking (Kidnapping),Military,Taliban,Unknown,10,
2.01812E+11,12/7/18,Afghanistan,AFG,South Asia,Faryab,Almar district,35.857441,64.553157,Unknown,Government (General),Taliban,Unknown,2,2
2.01812E+11,12/25/18,Afghanistan,AFG,South Asia,Faryab,Almar district,35.857441,64.553157,Armed Assault,Military,Taliban,Firearms,10,7
2.0181E+11,10/8/18,Afghanistan,AFG,South Asia,Faryab,Almar district,35.857095,64.536941,Unknown,Government (General),Taliban,Unknown,2,0
2.01812E+11,12/10/18,Afghanistan,AFG,South Asia,Faryab,Almar,35.84664,64.530418,Unknown,Government (General),Taliban,Unknown,18,6
2.01806E+11,6/18/18,Afghanistan,AFG,South Asia,Faryab,Almar district,35.846622,64.533089,Unknown,Military,Taliban,Unknown,3,
2.01804E+11,4/2/18,Afghanistan,AFG,South Asia,Faryab,Almar,35.846111,64.530556,Unknown,Government (General),Taliban,Unknown,2,
2.01804E+11,4/14/18,Afghanistan,AFG,South Asia,Sari Pul,Sangcharak district,35.841944,66.341389,Armed Assault,Terrorists/Non-State Militia,Taliban,Firearms,7,2
2.01804E+11,4/8/18,Afghanistan,AFG,South Asia,Faryab,Bilchiragh district,35.841236,65.274136,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,18,40
2.01808E+11,8/3/18,Afghanistan,AFG,South Asia,Baghlan,Dahana-i-Ghuri district,35.839597,68.496884,Armed Assault,Military,Taliban,Firearms,3,1
2.01803E+11,3/14/18,Afghanistan,AFG,South Asia,Baghlan,Dahana-i-Ghuri district,35.822778,68.458333,Unknown,Police,Taliban,Unknown,5,3
2.01801E+11,1/14/18,Afghanistan,AFG,South Asia,Faryab,Nahrin,35.81568,64.37055,Hostage Taking (Kidnapping),Military,Taliban,Unknown,6,
2.01805E+11,5/18/18,Afghanistan,AFG,South Asia,Faryab,Nahrin,35.81568,64.37055,Armed Assault,Police,Taliban,Explosives,4,4
2.01806E+11,6/8/18,Afghanistan,AFG,South Asia,Badghis,Marchak,35.810527,63.134633,Unknown,Police,Taliban,Unknown,13,14
2.01804E+11,4/19/18,Afghanistan,AFG,South Asia,Faryab,Pashtun Kot district,35.809722,64.778056,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Taliban,Unknown,2,
2.01804E+11,4/29/18,Afghanistan,AFG,South Asia,Baghlan,Unknown,35.804295,69.287753,Armed Assault,Military,Taliban,Firearms,18,33
2.01805E+11,5/2/18,Afghanistan,AFG,South Asia,Baghlan,Unknown,35.804295,69.287754,Bombing/Explosion,Unknown,Taliban,Explosives,2,0
2.01806E+11,6/6/18,Afghanistan,AFG,South Asia,Baghlan,Unknown,35.804295,69.287753,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,1,3
2.01806E+11,6/10/18,Afghanistan,AFG,South Asia,Baghlan,Unknown,35.804295,69.287753,Bombing/Explosion,Unknown,Unknown,Explosives,0,0
2.01811E+11,11/10/18,Afghanistan,AFG,South Asia,Baghlan,Unknown,35.804295,69.287753,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,4,0
2.01809E+11,9/9/18,Afghanistan,AFG,South Asia,Faryab,Char Tut,35.800027,64.866759,Hostage Taking (Kidnapping),Private Citizens & Property,Taliban,Unknown,10,5
2.01806E+11,6/18/18,Afghanistan,AFG,South Asia,Faryab,Ghormach district,35.767683,63.717464,Unknown,Military,Taliban,Unknown,3,
2.01806E+11,6/25/18,Afghanistan,AFG,South Asia,Faryab,Ghormach district,35.767683,63.717464,Armed Assault,Police,Taliban,Firearms,12,22
2.01808E+11,8/27/18,Afghanistan,AFG,South Asia,Faryab,Char Shanba,35.751528,63.952609,Bombing/Explosion,Military,Taliban,Explosives,18,7
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Nuristan,Bargi Matal district,35.72508,71.285588,Bombing/Explosion,Government (General),Unknown,Explosives,0,
2.01802E+11,2/14/18,Afghanistan,AFG,South Asia,Faryab,Chechkatu,35.717663,64.104676,Armed Assault,Police,Taliban,Firearms,8,5
2.01808E+11,8/27/18,Afghanistan,AFG,South Asia,Faryab,Chechkatu,35.717663,64.104676,Bombing/Explosion,Military,Taliban,Explosives,18,7
2.01801E+11,1/26/18,Afghanistan,AFG,South Asia,Faryab,Sarhouz,35.714699,64.73824,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,1,0
2.01809E+11,9/10/18,Afghanistan,AFG,South Asia,Samangan,Ziraki,35.704464,67.272652,Facility/Infrastructure Attack,Police,Taliban,Incendiary,9,5
2.01809E+11,9/10/18,Afghanistan,AFG,South Asia,Samangan,Ziraki,35.704464,67.272652,Facility/Infrastructure Attack,Police,Taliban,Incendiary,8,5
2.01802E+11,2/13/18,Afghanistan,AFG,South Asia,Faryab,Pashtun Kot district,35.680113,64.79238,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,3,0
2.01802E+11,2/18/18,Afghanistan,AFG,South Asia,Faryab,Pashtun Kot district,35.680113,64.79238,Unknown,Military,Taliban,Unknown,0,0
2.01802E+11,2/18/18,Afghanistan,AFG,South Asia,Faryab,Pashtun Kot district,35.680113,64.79238,Unknown,Military,Taliban,Unknown,0,0
2.01805E+11,5/6/18,Afghanistan,AFG,South Asia,Faryab,Qazal Qeshlaq,35.6775,64.4875,Unknown,Police,Taliban,Unknown,2,0
2.01809E+11,9/5/18,Afghanistan,AFG,South Asia,Badghis,Miranzai,35.675001,63.275536,Assassination,Police,Taliban,Explosives,2,0
2.01805E+11,5/7/18,Afghanistan,AFG,South Asia,Sari Pul,Unknown,35.670747,66.046353,Armed Assault,Police,Taliban,Firearms,1,4
2.0181E+11,10/14/18,Afghanistan,AFG,South Asia,Samangan,Dara-i-Sufi Bala district,35.668293,67.262896,Unknown,Police,Taliban,Unknown,4,1
2.01811E+11,11/22/18,Afghanistan,AFG,South Asia,Faryab,Dowm Qala,35.664227,65.367629,Unknown,Private Citizens & Property,Taliban,Unknown,2,3
2.01811E+11,11/22/18,Afghanistan,AFG,South Asia,Faryab,Dowm Qala,35.664227,65.367629,Unknown,Military,Taliban,Unknown,1,2
2.01807E+11,7/9/18,Afghanistan,AFG,South Asia,Faryab,Gurziwan district,35.661908,65.252838,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,11,23
2.01809E+11,9/14/18,Afghanistan,AFG,South Asia,Samangan,Daykundi,35.657257,67.23509,Armed Assault,Police,Taliban,Explosives,8,18
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Samangan,Ruyi Du Ab district,35.65275,67.792384,Bombing/Explosion,Government (General),Unknown,Explosives,0,0
2.01806E+11,6/18/18,Afghanistan,AFG,South Asia,Faryab,Qaysar district,35.641956,64.275016,Unknown,Military,Taliban,Unknown,3,
2.01806E+11,6/19/18,Afghanistan,AFG,South Asia,Badghis,Akazai,35.640883,63.30995,Facility/Infrastructure Attack,Military,Taliban,Incendiary,29,18
2.01811E+11,11/8/18,Afghanistan,AFG,South Asia,Faryab,Ark Elek,35.636053,64.13465,Unknown,Police,Taliban,Unknown,6,0
2.01811E+11,11/25/18,Afghanistan,AFG,South Asia,Faryab,Ark Elek,35.636053,64.13465,Armed Assault,Military,Taliban,Firearms,10,2
2.01803E+11,3/7/18,Afghanistan,AFG,South Asia,Faryab,Dara Zang,35.635715,65.277658,Unknown,Private Citizens & Property,Taliban,Unknown,2,5
2.01808E+11,8/27/18,Afghanistan,AFG,South Asia,Faryab,Chehilgaz,35.634558,64.26324,Bombing/Explosion,Military,Taliban,Explosives,17,6
2.01812E+11,12/24/18,Afghanistan,AFG,South Asia,Faryab,Gurziwan district,35.632577,65.247306,Assassination,Police,Taliban,Explosives,4,0
2.01812E+11,12/29/18,Afghanistan,AFG,South Asia,Faryab,Gurziwan district,35.632577,65.247306,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,4,0
2.01803E+11,3/7/18,Afghanistan,AFG,South Asia,Faryab,Yaka Tut,35.628084,64.835671,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,4,0
2.01811E+11,11/3/18,Afghanistan,AFG,South Asia,Faryab,Yaka Tut,35.62588,64.837099,Unknown,Military,Taliban,Unknown,1,3
2.01803E+11,3/3/18,Afghanistan,AFG,South Asia,Faryab,Qaysar district,35.621582,64.301329,Bombing/Explosion,Unknown,Unknown,Explosives,0,0
2.01811E+11,11/6/18,Afghanistan,AFG,South Asia,Faryab,Sang-I-Zard,35.619071,64.828874,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,6,2
2.01803E+11,3/26/18,Afghanistan,AFG,South Asia,Baghlan,Dushi district,35.618427,68.682707,Bombing/Explosion,Utilities,Taliban,Explosives,0,0
2.01804E+11,4/15/18,Afghanistan,AFG,South Asia,Baghlan,Dushi district,35.604851,68.686418,Bombing/Explosion,Business,Unknown,Explosives,0,0
2.01804E+11,4/14/18,Afghanistan,AFG,South Asia,Baghlan,Dushi district,35.603061,68.690527,Bombing/Explosion,Utilities,Taliban,Explosives,0,0
2.01811E+11,11/25/18,Afghanistan,AFG,South Asia,Faryab,Sar-e Howz,35.599414,64.784515,Armed Assault,Police,Taliban,Firearms,4,
2.0181E+11,10/11/18,Afghanistan,AFG,South Asia,Faryab,Khwaja Namosi,35.598205,64.763658,Bombing/Explosion,Military,Taliban,Explosives,13,3
2.01811E+11,11/17/18,Afghanistan,AFG,South Asia,Faryab,Pashtun Kot district,35.595074,64.763192,Unknown,Military,Taliban,Unknown,8,0
2.01805E+11,5/15/18,Afghanistan,AFG,South Asia,Samangan,Surkh Qala,35.594622,67.852293,Armed Assault,Police,Taliban,Firearms,9,11
2.0181E+11,10/29/18,Afghanistan,AFG,South Asia,Faryab,Qaysar district,35.564723,64.43765,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,2,4
2.01811E+11,11/17/18,Afghanistan,AFG,South Asia,Faryab,Qizlar Qala,35.564624,64.431961,Unknown,Police,Taliban,Unknown,3,5
2.01812E+11,12/20/18,Afghanistan,AFG,South Asia,Faryab,Bori,35.5646,64.42908,Unknown,Military,Taliban,Unknown,7,10
2.01812E+11,12/20/18,Afghanistan,AFG,South Asia,Faryab,Arlik,35.563788,64.43286,Unknown,Military,Taliban,Unknown,8,11
2.01811E+11,11/5/18,Afghanistan,AFG,South Asia,Badghis,Morghab district,35.517354,63.402383,Unknown,Police,Taliban,Unknown,1,3
2.0181E+11,10/22/18,Afghanistan,AFG,South Asia,Nuristan,Chinar,35.464993,71.310176,Hostage Taking (Kidnapping),Police,Taliban,Firearms,3,6
2.0181E+11,10/22/18,Afghanistan,AFG,South Asia,Nuristan,Chinar,35.464993,71.310176,Hostage Taking (Kidnapping),Police,Taliban,Firearms,3,5
2.01806E+11,6/11/18,Afghanistan,AFG,South Asia,Faryab,Kohistan district,35.351687,64.981206,Unknown,Government (General),Taliban,Unknown,8,16
2.01807E+11,7/29/18,Afghanistan,AFG,South Asia,Bamyan,Sargalay,35.3455,67.802643,Hostage Taking (Kidnapping),Police,Taliban,Firearms,2,2
2.01804E+11,4/18/18,Afghanistan,AFG,South Asia,Faryab,Kohistan district,35.333889,64.922778,Unknown,Terrorists/Non-State Militia,Taliban,Unknown,10,7
2.01805E+11,5/15/18,Afghanistan,AFG,South Asia,Faryab,Kohistan district,35.333889,64.922778,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,0,4
2.01807E+11,7/31/18,Afghanistan,AFG,South Asia,Faryab,Lolash,35.318704,64.809385,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Taliban,Firearms,2,0
2.01808E+11,8/27/18,Afghanistan,AFG,South Asia,Faryab,Kohistan district,35.318302,64.819607,Armed Assault,Private Citizens & Property,Taliban,Firearms,28,15
2.01801E+11,1/21/18,Afghanistan,AFG,South Asia,Herat,Ailaf,35.31112,61.336166,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,12,1
2.01802E+11,2/6/18,Afghanistan,AFG,South Asia,Herat,Baghe-e Kohna,35.304678,61.369014,Bombing/Explosion,Unknown,Taliban,Explosives,0,0
2.01805E+11,5/8/18,Afghanistan,AFG,South Asia,Baghlan,Tala Wa Barfak district,35.289853,68.372186,Hostage Taking (Kidnapping),Government (General),Taliban,Firearms,7,3
2.01802E+11,2/4/18,Afghanistan,AFG,South Asia,Baghlan,Tala Wa Barfak district,35.264218,68.620045,Hostage Taking (Kidnapping),Business,Taliban,Unknown,2,3
2.01809E+11,9/29/18,Afghanistan,AFG,South Asia,Parwan,Salang district,35.257274,69.147734,Armed Assault,Military,Taliban,Firearms,3,5
2.01807E+11,7/15/18,Afghanistan,AFG,South Asia,Kunar,Nari district,35.253272,71.525229,Bombing/Explosion,Military,Unknown,Explosives,2,0
2.0181E+11,10/22/18,Afghanistan,AFG,South Asia,Nuristan,Ruyi Du Ab district,35.250361,70.418989,Bombing/Explosion,Military,Unknown,Explosives,5,6
2.01801E+11,1/15/18,Afghanistan,AFG,South Asia,Nuristan,Waygal district,35.221192,71.049777,Assassination,Police,Unknown,Explosives,1,0
2.0181E+11,10/20/18,Afghanistan,AFG,South Asia,Kunar,Nari district,35.212181,71.524009,Bombing/Explosion,Private Citizens & Property,Taliban,Explosives,0,2
2.01811E+11,11/7/18,Afghanistan,AFG,South Asia,Badghis,Muqur district,35.204723,63.061857,Hostage Taking (Kidnapping),Military,Taliban,Unknown,5,10
2.01811E+11,11/9/18,Afghanistan,AFG,South Asia,Badghis,Muqur district,35.204588,63.062126,Unknown,Police,Taliban,Unknown,4,6
2.01812E+11,12/11/18,Afghanistan,AFG,South Asia,Badghis,Muqur district,35.20424,63.062874,Armed Assault,Police,Taliban,Firearms,5,6
2.01808E+11,8/9/18,Afghanistan,AFG,South Asia,Badghis,Samad Doz,35.199236,63.067731,Unknown,Police,Taliban,Unknown,2,4
2.01806E+11,6/5/18,Afghanistan,AFG,South Asia,Badghis,Unknown,35.167134,63.769538,Armed Assault,Military,Taliban,Firearms,6,7
2.01807E+11,7/11/18,Afghanistan,AFG,South Asia,Badghis,Unknown,35.167097,63.769849,Unknown,Police,Taliban,Unknown,4,5
2.01812E+11,12/16/18,Afghanistan,AFG,South Asia,Badghis,Malmanji,35.164423,63.831694,Facility/Infrastructure Attack,Military,Taliban,Incendiary,8,10
2.01812E+11,12/10/18,Afghanistan,AFG,South Asia,Herat,Gulran district,35.159445,61.710104,Hostage Taking (Kidnapping),Police,Taliban,Unknown,2,2
2.01807E+11,7/7/18,Afghanistan,AFG,South Asia,Ghor,Charsada district,35.131758,65.124919,Assassination,Government (General),Taliban,Explosives,1,0
2.01807E+11,7/1/18,Afghanistan,AFG,South Asia,Parwan,Jabal Saraj district,35.12589,69.222869,Unarmed Assault,Private Citizens & Property,Unknown,Chemical,0,301
2.01804E+11,4/25/18,Afghanistan,AFG,South Asia,Parwan,Shinwari district,35.120278,68.970556,Unknown,Military,Taliban,Unknown,1,1
2.01805E+11,5/22/18,Afghanistan,AFG,South Asia,Ghor,Malang,35.115283,65.100689,Armed Assault,Government (General),Taliban,Firearms,3,2
2.01811E+11,11/30/18,Afghanistan,AFG,South Asia,Parwan,Shinwari district,35.113706,68.975234,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,2,0
2.01809E+11,9/6/18,Afghanistan,AFG,South Asia,Badghis,Ab Kamari district,35.077912,62.873525,Armed Assault,Military,Taliban,Firearms,13,
2.01811E+11,11/9/18,Afghanistan,AFG,South Asia,Badghis,Ab Kamari district,35.077911,62.873525,Unknown,Police,Taliban,Unknown,3,5
2.0181E+11,10/3/18,Afghanistan,AFG,South Asia,Badghis,Ab Kamari district,35.07791,62.873524,Armed Assault,Private Citizens & Property,Taliban,Explosives,9,0
2.0181E+11,10/24/18,Afghanistan,AFG,South Asia,Badghis,Ab Kamari district,35.07791,62.873524,Unarmed Assault,Private Citizens & Property,Taliban,Melee,0,3
2.01809E+11,9/6/18,Afghanistan,AFG,South Asia,Badghis,Ab Kamari district,35.077687,62.874064,Armed Assault,Military,Taliban,Firearms,8,9
2.01806E+11,6/19/18,Afghanistan,AFG,South Asia,Badghis,Ab Kamari district,35.072425,62.992542,Armed Assault,Military,Taliban,Firearms,6,9
2.01802E+11,2/19/18,Afghanistan,AFG,South Asia,Kapisa,Nowabad,35.061111,69.402778,Armed Assault,Police,Unknown,Firearms,3,3
2.01805E+11,5/23/18,Afghanistan,AFG,South Asia,Badghis,Unknown,35.054017,62.870094,Unknown,Police,Unknown,Unknown,2,4
2.01804E+11,4/20/18,Afghanistan,AFG,South Asia,Parwan,Sayd Khel district,35.052533,69.256683,Armed Assault,Private Citizens & Property,Unknown,Firearms,1,0
2.01804E+11,4/10/18,Afghanistan,AFG,South Asia,Parwan,Sayd Khel district,35.046667,69.261944,Assassination,Violent Political Party,Unknown,Firearms,1,0
2.01805E+11,5/29/18,Afghanistan,AFG,South Asia,Kapisa,Afghania,35.040372,69.655011,Bombing/Explosion,Police,Taliban,Explosives,1,6
2.01812E+11,12/22/18,Afghanistan,AFG,South Asia,Nuristan,Nurgaram district,35.039264,70.424377,Hostage Taking (Kidnapping),Journalists & Media,Unknown,Explosives,0,0
2.01805E+11,5/20/18,Afghanistan,AFG,South Asia,Kapisa,Awrki,35.029438,69.360369,Assassination,Violent Political Party,Unknown,Firearms,1,0
2.01812E+11,12/11/18,Afghanistan,AFG,South Asia,Badghis,Band-i-Sharm,35.020634,62.877556,Unknown,Police,Taliban,Unknown,2,3
2.01809E+11,9/4/18,Afghanistan,AFG,South Asia,Parwan,Unknown,35.012224,69.16155,Armed Assault,Government (General),Unknown,Firearms,1,0
2.01809E+11,9/9/18,Afghanistan,AFG,South Asia,Badghis,Ab Kamari district,35.006221,62.937113,Armed Assault,Police,Taliban,Firearms,13,17
2.01802E+11,2/21/18,Afghanistan,AFG,South Asia,Parwan,Saiad,35.003491,69.339362,Armed Assault,Government (General),Taliban,Firearms,5,0
2.01803E+11,3/30/18,Afghanistan,AFG,South Asia,Kunar,Wata Pur district,34.996111,71.081667,Assassination,Government (General),Khorasan Chapter of the Islamic State,Explosives,3,1
